timestamp,close,high,low,trade_count,open,volume,vwap,SMA_50,SMA_200,RSI,MACD,MACD_Signal,OBV
2024-11-18 05:00:00+00:00,338.71,348.49,330.01,24075,340.725,1327574,340.8683,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,1327574
2024-11-19 05:00:00+00:00,345.88,347.31,332.99,17209,335.765,950295,343.126566,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,2277869
2024-11-20 05:00:00+00:00,342.07,346.58,334.33,11976,345.05,604672,339.731063,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,1673197
2024-11-21 05:00:00+00:00,339.69,347.87,335.34,8542,343.825,559920,341.95118,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,1113277
2024-11-22 05:00:00+00:00,352.67,356.54,337.8,11014,340.99,672497,351.054811,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,1785774
2024-11-25 05:00:00+00:00,338.57,361.81,338.2,13157,360.495,709226,349.173673,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,1076548
2024-11-26 05:00:00+00:00,338.19,346.96,335.69,9150,341.08,554903,341.129352,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,521645
2024-11-27 05:00:00+00:00,332.92,342.44,326.83,9172,341.88,445343,333.297716,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,76302
2024-11-29 05:00:00+00:00,345.13,345.2,334.8,5667,336.235,292912,340.528111,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,369214
2024-12-02 05:00:00+00:00,356.91,359.98,351.17,8441,352.44,439735,355.70707,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,808949
2024-12-03 05:00:00+00:00,351.39,355.65,348.22,9723,351.325,525719,350.847132,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,283230
2024-12-04 05:00:00+00:00,357.73,358.09,348.61,8635,353.26,400117,353.15286,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,683347
2024-12-05 05:00:00+00:00,369.4,375.39,359.64,15957,359.99,992077,370.552734,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,1675424
2024-12-06 05:00:00+00:00,389.27,389.43,370.89,12154,377.19,682149,378.990736,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,2357573
2024-12-09 05:00:00+00:00,389.99,404.75,378.22,12642,397.61,711423,389.5557,398.0446,,77.37598701057178,26.36255380580201,15.57504278388332,3068996
2024-12-10 05:00:00+00:00,401.0,409.64,390.92,14858,392.64,1033835,403.270788,398.0446,,80.41204469944077,26.36255380580201,15.57504278388332,4102831
2024-12-11 05:00:00+00:00,424.67,424.81,402.56,15631,409.83,1051928,415.572019,398.0446,,85.05530520876894,26.36255380580201,15.57504278388332,5154759
2024-12-12 05:00:00+00:00,418.18,429.25,415.0,14697,424.805,715069,421.854642,398.0446,,79.49133424510784,26.36255380580201,15.57504278388332,4439690
2024-12-13 05:00:00+00:00,436.24,436.255,415.76,10687,420.35,658977,428.231993,398.0446,,82.85283690207899,26.36255380580201,15.57504278388332,5098667
2024-12-16 05:00:00+00:00,463.11,463.11,436.3,17809,441.07,1065311,453.945967,398.0446,,86.41939805918892,26.36255380580201,15.57504278388332,6163978
2024-12-17 05:00:00+00:00,479.86,483.82,457.75,24789,475.39,1252960,473.919693,398.0446,,88.08335884335172,26.36255380580201,15.57504278388332,7416938
2024-12-18 05:00:00+00:00,440.49,488.45,427.11,21473,466.495,1285094,459.152219,398.0446,,67.23196254696667,26.36255380580201,15.57504278388332,6131844
2024-12-19 05:00:00+00:00,436.16,456.32,420.03,18497,451.99,1010431,437.549395,398.0446,,65.39831854294695,26.36255380580201,15.57504278388332,5121413
2024-12-20 05:00:00+00:00,421.13,447.015,417.925,13556,425.135,747481,432.782595,398.0446,,59.34771112389135,26.36255380580201,15.57504278388332,4373932
2024-12-23 05:00:00+00:00,424.7,432.64,417.0,2777,430.865,158426,425.024743,398.0446,,60.28754912834403,26.36255380580201,15.57504278388332,4532358
2024-12-24 05:00:00+00:00,462.27,462.4,435.28,5752,435.92,349563,452.214218,398.0446,,68.53249745283424,26.36255380580201,15.57504278388332,4881921
2024-12-26 05:00:00+00:00,454.15,465.2,451.04,8469,465.01,470369,456.665292,398.0446,,65.37340822668733,26.51602484883807,15.57504278388332,4411552
2024-12-27 05:00:00+00:00,431.7,449.82,426.59,9168,449.05,524440,434.203341,398.0446,,57.48379417062784,24.543205582284145,15.57504278388332,3887112
2024-12-30 05:00:00+00:00,417.41,427.0,415.76,9744,419.105,579297,420.764389,398.0446,,53.09160484929148,21.577911791311294,15.57504278388332,3307815
2024-12-31 05:00:00+00:00,403.74,427.675,402.68,10857,423.79,572891,412.216859,398.0446,,49.217460514278876,17.91828945603271,15.57504278388332,2734924
2025-01-02 05:00:00+00:00,379.49,392.42,373.2,16964,390.43,901790,381.05918,398.0446,,43.195762162238935,12.91239401436394,15.57504278388332,1833134
2025-01-03 05:00:00+00:00,410.43,411.84,379.45,12598,381.39,755417,398.212826,398.0446,,51.37080641743517,11.311394520015313,15.57504278388332,2588551
2025-01-06 05:00:00+00:00,411.21,426.31,401.785,13929,423.25,586072,412.071002,398.0446,,51.560072084656774,9.990367628203558,15.57504278388332,3174623
