Date,Close,High,Low,Open,Volume,SMA_50,SMA_200,RSI,MACD,MACD_Signal,BB_High,BB_Low
2020-10-30,129.34666442871094,135.8633270263672,126.37000274658205,135.63333129882812,127533900,140.79265243530273,81.55823987960815,39.36878692935539,-0.8528609981792101,1.0532477552522357,152.82911330239057,131.6828846834493
2020-11-02,133.50332641601562,135.66000366210938,130.76666259765625,131.3333282470703,87063300,140.7294123840332,82.0555898475647,44.11939376004575,-1.227122349373019,0.5971737343271848,153.07849059001936,130.59450745685567
2020-11-03,141.3000030517578,142.58999633789062,135.56333923339844,136.57666015625,103055100,140.8698124694824,82.5796898651123,51.75516870239715,-0.8844056439030226,0.30085785868114334,153.10933511419427,130.89433004693853
2020-11-04,140.32666015625,145.13333129882812,139.03334045410156,143.5399932861328,96429300,140.97855911254882,83.09146982192993,50.82152593879985,-0.6834622948840661,0.10399382796810144,153.0611421752501,130.7985227417421
2020-11-05,146.02999877929688,146.6666717529297,141.3333282470703,142.76666259765625,85243500,141.02826583862304,83.63088647842407,55.84760432631904,-0.06327211937110633,0.07054063850025989,153.40667970234068,130.85865232890933
2020-11-06,143.31666564941406,145.52333068847656,141.42666625976562,145.36666870117188,65118000,140.90959915161133,84.15919647216796,53.06883555007734,0.20690468720107447,0.09781344824042282,153.29375838516498,130.83657303573344
2020-11-09,140.4199981689453,150.8333282470703,140.3333282470703,146.5,104499000,140.76679916381835,84.67528980255128,50.19733607113357,0.18515059490883345,0.11528087757410496,152.68570179571054,130.74329600702384
2020-11-10,136.7866668701172,140.02999877929688,132.00999450683594,140.02999877929688,90852600,140.180399017334,85.17025648117065,46.77829284506445,-0.12384158209169982,0.067456385640944,151.76247160902398,130.45685975083933
2020-11-11,139.0433349609375,139.56666564941406,136.86000061035156,138.81666564941406,52073100,139.79426559448243,85.67180982589721,49.097351189100806,-0.18449906301424335,0.017065295909906533,149.32495396920456,131.42204462698686
2020-11-12,137.25332641601562,141.0,136.5066680908203,138.35000610351562,59565300,139.5568653869629,86.14447311401368,47.335450254424366,-0.37271288141727155,-0.06089033955552909,147.718527165685,131.79113775130716
2020-11-13,136.1666717529297,137.50999450683594,133.8866729736328,136.9499969482422,59313300,139.5668653869629,86.60844980239868,46.25037512278838,-0.6026111124758415,-0.16923449413959157,146.696089157682,131.77457582034535
2020-11-16,136.02999877929688,137.48333740234375,134.69667053222656,136.30999755859375,80515800,139.4986653137207,87.02859979629517,46.107216345712516,-0.7867661334243508,-0.29274082199654344,146.15808659732622,131.55457819759565
2020-11-17,147.20333862304688,154.0,144.336669921875,153.38999938964844,183564900,140.24133209228515,87.4689298248291,57.64855116749867,-0.030760579584324432,-0.24034477351409964,147.31922327919645,131.04910862998324
2020-11-18,162.2133331298828,165.3333282470703,147.8333282470703,149.4499969482422,234132000,141.0437321472168,88.03509649276734,67.66617493563696,1.7592804911158453,0.15958027941188938,153.17837594478857,127.32328878909819
2020-11-19,166.42333984375,169.5366668701172,162.52333068847656,164.0,187425900,141.89659896850586,88.6175598526001,69.8222794825828,3.4775265323305575,0.823169529995623,158.725376712101,124.22562273858259
2020-11-20,163.20333862304688,167.5,163.02000427246094,165.99667358398438,98735700,142.6758657836914,89.1842198753357,66.18695593225976,4.527234569438917,1.563982537884282,162.28148400891254,122.96884863268905
2020-11-23,173.9499969482422,175.3333282470703,167.26333618164062,167.8333282470703,150780900,143.3573989868164,89.7968765258789,71.51706270536964,6.155346264688234,2.482255283245072,168.1900553869079,120.44594314824838
2020-11-24,185.1266632080078,186.663330078125,175.39999389648438,180.13333129882812,160945500,144.06153228759766,90.46438318252564,75.79119964347194,8.252371866990927,3.6362785999942435,176.20226824717145,116.79039685292621
2020-11-25,191.3333282470703,191.3333282470703,181.7899932861328,183.35333251953125,146790600,144.94313232421874,91.16528648376465,77.78482734668938,10.296415098498159,4.968305899695027,184.34266164780425,114.24933664321136
2020-11-27,195.2533264160156,199.5933380126953,192.8166656494141,193.72000122070312,112683300,146.02533233642578,91.87355312347412,78.96314875050493,12.0932418136006,6.393293082476141,192.03819217912795,112.38480586774708
2020-11-30,189.1999969482422,202.6000061035156,184.836669921875,200.73666381835935,189009300,146.86166564941405,92.55287643432617,72.562561661042,12.880310629273282,7.69069659183557,196.66994596425198,113.73838533457612
2020-12-01,194.9199981689453,199.2833404541016,190.68333435058597,199.19667053222656,120310500,147.7641323852539,93.24134309768677,74.65331595366789,13.806472213240738,8.913851716116604,201.8981014569103,114.65189701721079
2020-12-02,189.60667419433597,190.51333618164065,180.40333557128903,185.47999572753903,143327100,148.72806579589843,93.88356981277465,69.36570945906116,13.950903767226578,9.921262126338599,205.6163205356087,115.76434505277021
2020-12-03,197.7933349609375,199.6566619873047,194.1433258056641,196.67333984375,127656000,150.14819915771486,94.57273315429687,72.58741070108653,14.558144689568593,10.848638638984598,210.2296167412629,116.89771632758473
2020-12-04,199.67999267578125,199.67999267578125,195.1666717529297,197.0033264160156,88203900,151.55653228759766,95.27079978942871,73.28469295438143,15.018501073903082,11.682611125968295,214.7056296193497,117.78670283914639
2020-12-07,213.9199981689453,216.26333618164065,201.01666259765625,201.63999938964844,168929100,153.11933227539063,96.06246978759765,77.86190055927051,16.343982997563927,12.614885500287423,221.23386619508406,118.31879951536516
2020-12-08,216.6266632080078,217.0933380126953,206.1666717529297,208.5033264160156,192795000,154.6438656616211,96.87896644592286,78.61200135913518,17.41212606910304,13.574333614050548,227.0322926172057,120.14103959714977
2020-12-09,201.4933319091797,218.10667419433597,196.0,217.89666748046875,213873600,155.87993225097657,97.62683311462402,65.29149797733518,16.84334420024166,14.228135731288772,228.77846073317005,124.8655379850917
2020-12-10,209.02333068847656,209.25,188.77999877929688,191.4566650390625,201249600,157.2003323364258,98.44561643600464,68.18063623469561,16.806454100761528,14.743799405183324,231.04024136802093,129.6017569229947
2020-12-11,203.3300018310547,208.0,198.93333435058597,205.0033264160156,139425000,158.27919891357422,99.23960311889648,63.85282211855386,16.131856374927054,15.02141079913207,231.20317058516838,136.04649524735117
2020-12-14,213.27667236328125,214.25,203.3999938964844,206.3333282470703,156121800,159.7774658203125,100.05811313629151,67.70922313895994,16.212953169223795,15.259719273150417,231.40788236297934,143.55278353057534
2020-12-15,211.0833282470703,215.63333129882807,207.93333435058597,214.4266662597656,135214500,161.16126586914064,100.86502643585204,66.03619382364025,15.91675992278735,15.391127403077805,229.38129525773834,153.08470358259368
2020-12-16,207.58999633789065,210.8333282470703,201.6666717529297,209.41000366210935,126287400,162.55319915771486,101.65314308166504,63.35128875746928,15.224641757778215,15.35783027401789,227.18582672515652,161.31883788665988
2020-12-17,218.63333129882807,219.60667419433597,206.5,209.39666748046875,168810300,164.0905325317383,102.50479640960694,67.8073279672539,15.38983354267171,15.364230927748654,228.15982480305232,165.98683962565863
2020-12-18,231.6666717529297,231.6666717529297,209.51333618164065,222.96665954589844,666378600,165.8843994140625,103.4286364364624,72.1163618821745,16.38357126173119,15.568098994545162,231.56462815252223,169.10636946710667
2020-12-21,216.6199951171875,222.8333282470703,215.35667419433597,222.0800018310547,174135900,167.32346588134766,104.30906974792481,61.82736255235354,15.775128646043584,15.609504924844847,229.91362855493435,176.0990347141086
2020-12-22,213.44667053222656,216.6266632080078,204.7433319091797,216.0,155148000,168.64373260498047,105.16119310379028,59.88679401556191,14.86551234325961,15.4607064085278,228.67396534877003,181.2883652786714
2020-12-23,215.32666015625,217.1666717529297,207.52333068847656,210.73333740234372,99519000,169.9725991821289,106.02641639709472,60.67429378418205,14.133413131960538,15.195247753214348,228.73513012420324,184.2472001980624
2020-12-24,220.58999633789065,222.02999877929688,213.6666717529297,214.3300018310547,68596800,171.3090658569336,106.94251638412476,62.87192987273758,13.818633865438727,14.919924975659224,229.86376476999516,186.0442323613525
2020-12-28,221.22999572753903,227.13333129882807,220.26666259765625,224.836669921875,96835800,172.7411325073242,107.8664596939087,63.141653029966,13.465588706335893,14.629057721794558,231.0766490017199,187.4290150607801
2020-12-29,221.9966735839844,223.3000030517578,218.3333282470703,220.3333282470703,68732400,174.24993255615234,108.82808639526367,63.483883353736914,13.096691858477925,14.322584549131232,231.3274555049212,190.45787622115301
2020-12-30,231.5933380126953,232.1999969482422,222.7866668701172,224.0,128538000,176.0095993041992,109.84265308380127,67.54592142725838,13.423965942264374,14.142860827757861,233.6741163177166,191.7785493927326
2020-12-31,235.22332763671875,239.5733337402344,230.3733367919922,233.3300018310547,148949700,177.9011325073242,110.89836305618286,68.95278446233792,13.816969414471998,14.07768254510069,235.31283155432115,194.70149950036634
2021-01-04,243.2566680908203,248.163330078125,239.06333923339844,239.82000732421875,145914600,179.94866577148437,111.97209973335266,71.86002954855911,14.60825605240376,14.183797246561303,239.46128375651267,195.0993806111631
2021-01-05,245.0366668701172,246.94667053222656,239.73333740234372,241.22000122070312,96735600,182.0107992553711,113.05477306365967,72.47505579638458,15.203728323178524,14.387783461884748,243.28739011451887,195.8089416725905
2021-01-06,251.9933319091797,258.0,249.6999969482422,252.8300018310547,134100000,184.24646575927736,114.16997638702392,74.79375414791059,16.051952204272794,14.720617210362358,248.89736927346584,194.006295887667
2021-01-07,272.0133361816406,272.3299865722656,258.3999938964844,259.2099914550781,154496700,186.88486572265626,115.36170972824097,80.01209877398455,18.13062422168801,15.402618612627489,259.2813619833496,189.16097047514648
2021-01-08,293.3399963378906,294.8299865722656,279.4633178710937,285.3333435058594,225166500,189.9204656982422,116.64865970611572,83.848191611695,21.253868644130876,16.57286861892817,273.50165082429163,184.12534807707556
2021-01-11,270.39666748046875,284.8099975585937,267.8733215332031,283.1333312988281,177904800,192.62159912109374,117.8245897102356,68.59580696938006,21.628408625861454,17.583976620314825,279.07184551415605,184.69248706641037
2021-01-12,283.14666748046875,289.3333435058594,275.7799987792969,277.0,138812100,195.54566589355468,119.0688697052002,71.6789382500613,22.692468057406955,18.605674907733253,286.12957547573853,185.61642366976926
2021-01-13,284.8033447265625,286.8233337402344,277.3333435058594,284.2533264160156,99937500,198.6547994995117,120.3255097579956,72.06273445948534,23.39968581904799,19.564477089996203,292.846708665762,186.05195771607393
2021-01-14,281.6666564941406,287.6666564941406,279.5833435058594,281.1300048828125,93798900,201.61806610107422,121.55917636871338,70.12505256797141,23.436890578783817,20.338959787753726,297.7233082650983,188.23369094144465
2021-01-15,275.3866577148437,286.6333312988281,273.0333251953125,284.0,116332800,204.29979919433595,122.77558965682984,66.28230184310789,22.697983971353352,20.810764624473652,300.3184829244176,192.41818241982074
2021-01-19,281.51666259765625,283.3333435058594,277.6666564941406,279.26666259765625,76101000,207.12359924316405,124.03168296813965,68.11879648454236,22.349405292692268,21.118492758117377,303.9579814901253,195.06701698399584
2021-01-20,283.4833374023437,286.5,279.09332275390625,286.2466735839844,76997700,209.872666015625,125.28909631729125,68.7076753808862,21.978494001321025,21.29049300675811,307.82199839363716,196.38466664542534
2021-01-21,281.663330078125,285.239990234375,280.47332763671875,285.0,61563300,212.6395993041992,126.52533296585084,67.46573765019875,21.29224104915437,21.290842615237363,309.992561936182,200.71843659897422
2021-01-22,282.2133178710937,282.6666564941406,276.2066650390625,278.10333251953125,60199500,215.47546569824217,127.75458288192749,67.65600001590828,20.555805528244605,21.14383519783881,311.0520233179766,206.5356399510664
2021-01-25,293.6000061035156,300.1333312988281,279.6066589355469,285.0,123520200,218.61173248291016,129.03963624954224,71.38684145660584,20.652911739482903,21.045650506167632,313.0470101346751,212.3679877290944
2021-01-26,294.36334228515625,298.6333312988281,290.5333251953125,297.1266784667969,69394800,221.71813262939452,130.32045295715332,71.62315050021982,20.55452420164397,20.9474252452629,314.61735453007344,218.1749779284226
2021-01-27,288.0533447265625,297.1666564941406,286.2200012207031,290.1166687011719,82002000,224.73413299560548,131.54373634338378,66.71796580938178,19.73983872770407,20.705907941751136,314.08188786530224,225.39277949309613
2021-01-28,278.4766540527344,282.6666564941406,267.0,273.3333435058594,79134000,227.58033264160156,132.69948961257936,60.00158073577474,18.112644428241197,20.18725523904915,311.21337822262984,233.9092871826436
2021-01-29,264.510009765625,280.8033447265625,260.0333251953125,276.6666564941406,104972400,230.14993286132812,133.7787629890442,51.8100005965834,15.517216935066472,19.25324757825262,308.2723243335232,240.14200824704324
2021-02-01,279.9366760253906,280.6666564941406,265.1866760253906,271.42999267578125,76174200,232.804599609375,134.93004302978517,58.542452966960624,14.537545216861702,18.310107105974435,305.47832369003504,247.40734372939855
2021-02-02,290.92999267578125,293.5,280.7333374023437,281.5599975585937,73038600,235.37893280029297,136.13339632034302,62.55693148327173,14.481285851725488,17.544342855124647,304.16507639684767,253.48792348108205
2021-02-03,284.89666748046875,292.6933288574219,284.35333251953125,292.3399963378906,55030500,237.74839935302734,137.30909299850464,59.170491427694806,13.790888204180987,16.793651924935915,300.94843644058466,260.6905634983802
2021-02-04,283.3299865722656,285.5,277.8066711425781,285.0,47438100,240.15093231201172,138.49683626174928,58.28810986039467,12.967839852838665,16.028489510516465,297.56609356344484,267.2065718418286
2021-02-05,284.07666015625,288.25665283203125,279.6566772460937,281.6666564941406,55699800,242.35346557617189,139.673182888031,58.60494593531725,12.234783454893034,15.269748299391779,297.4124504700763,268.5665473326581
2021-02-08,287.8066711425781,292.5899963378906,284.9166564941406,289.8900146484375,60485100,244.4070657348633,140.8770062446594,60.230095406743594,11.818574521453058,14.579513543804035,296.5305685386203,268.8950967445828
2021-02-09,283.1533203125,286.6000061035156,280.5833435058594,285.0400085449219,45473100,246.24346557617187,142.05105617523193,57.21240006447085,10.986592817680958,13.86092939857942,295.96033317840846,270.74099738799777
2021-02-10,268.2733459472656,281.6066589355469,266.67333984375,281.2133178710937,108648300,247.70386596679688,143.12617290496826,48.793673119705,9.022545461457014,12.89325261115494,296.828404064852,268.38559434823395
2021-02-11,270.5533447265625,276.6266784667969,267.24334716796875,270.8133239746094,64868400,249.33093292236327,144.22256629943848,50.007558603342524,7.562821133858449,11.827166315695644,297.0044648477952,266.7845335652907
2021-02-12,272.0400085449219,272.4433288574219,261.77667236328125,267.086669921875,71304900,250.8733331298828,145.3159296798706,50.82612028193692,6.451570741519447,10.752047200860407,297.1229138774507,265.7034197407134
2021-02-16,265.4066772460937,273.6666564941406,264.14666748046875,272.6666564941406,59406900,252.38933319091797,146.38233640670776,47.118920467830186,4.978256162526634,9.597288993193652,297.9370327649591,263.8913028063299
2021-02-17,266.04998779296875,266.61334228515625,254.0033264160156,259.6966552734375,77989500,253.75446624755858,147.47881301879883,47.51871528435404,3.8185358247470162,8.441538359504326,298.34802826033706,261.93363983048323
2021-02-18,262.4599914550781,264.89666748046875,258.75665283203125,260.29998779296875,53871300,255.01006622314452,148.53738298416138,45.4535142657178,2.5800254724697993,7.269235782097422,298.77138627745995,259.40794721863375
2021-02-19,260.4333190917969,265.5966796875,259.1233215332031,265.0,56874900,255.94033264160157,149.58347957611085,44.28344056289848,1.4186087347546845,6.099110372628874,299.2684595808036,256.7878728166573
2021-02-22,238.1666717529297,256.1666564941406,236.73333740234372,254.2133331298828,111809100,256.3711328125,150.51345293045043,33.944589446035025,-1.2837564028491215,4.622537017533275,303.13945030662467,248.51221747901988
2021-02-23,232.94667053222656,237.8699951171875,206.3333282470703,220.7100067138672,199820700,257.0001995849609,151.41817295074463,32.0551655362455,-3.8027746974626666,2.9374746745340863,304.63316807196753,240.95316615654812
2021-02-24,247.33999633789065,248.3333282470703,231.38999938964844,237.2833404541016,110301000,257.7665328979492,152.38173294067383,41.69252991683975,-4.584842531281083,1.4330112333710523,302.50743291048803,238.37656672330095
2021-02-25,227.4066619873047,245.73666381835935,223.52667236328125,242.0500030517578,117071700,258.24806610107424,153.24833625793457,34.41266085806481,-6.735448360316298,-0.2006806853664178,303.46223791441844,231.35709344544486
2021-02-26,225.1666717529297,235.5666656494141,219.836669921875,233.3333282470703,123267600,258.48586608886717,154.10436628341674,33.70054107742412,-8.52232738056108,-1.8650100244053505,304.7912249269413,224.69710820294148
2021-03-01,239.47666931152344,239.6666717529297,228.3500061035156,230.0366668701172,81408600,259.05373291015627,155.0380962944031,41.96314247301145,-8.683645014191967,-3.228737022362674,305.02776792605056,221.95723115842208
2021-03-02,228.81333923339844,240.3699951171875,228.3333282470703,239.4266662597656,71196600,259.4781997680664,155.91438632965088,38.147953621228126,-9.561710573676947,-4.495331732625529,304.3585529127019,217.51411249257154
2021-03-03,217.73333740234372,233.5666656494141,217.23666381835935,229.3300018310547,90624000,259.4601998901367,156.73666301727295,34.62527568304425,-11.024563103116236,-5.801178006723671,302.2796946856238,212.27330519230588
2021-03-04,207.14666748046875,222.8166656494141,200.0,218.6000061035156,197758500,258.9697998046875,157.5011863517761,31.620736333609486,-12.889557265497558,-7.2188538584784485,301.5020148295839,205.27598504834575
2021-03-05,199.3166656494141,209.27999877929688,179.8300018310547,208.6866607666016,268189500,258.62373321533204,158.2284330177307,29.576555001708073,-14.82846101724229,-8.740775290231218,300.6640636295551,197.7126041560895
2021-03-08,187.6666717529297,206.7100067138672,186.26333618164065,200.18333435058597,155361000,258.1081332397461,158.89491304397583,26.80043752229402,-17.107904084941453,-10.414201049173265,299.7785357305199,188.95713321479263
2021-03-09,224.52667236328125,226.02999877929688,198.40333557128903,202.72666931152344,202569900,258.29213348388674,159.74167974472047,44.5381907905849,-15.75843174929372,-11.483047189197357,293.4690243635963,188.93864470378648
2021-03-10,222.6866607666016,239.2833404541016,218.35333251953125,233.43333435058597,181817100,258.3340667724609,160.58281970977782,43.96545854278028,-14.668351137916915,-12.120107978941268,287.2896979683968,189.07130514439615
2021-03-11,233.1999969482422,234.1666717529297,225.72666931152344,233.13333129882807,108761700,258.573466796875,161.47586303710938,48.0741835423767,-12.808467987585743,-12.257779980670165,283.5782604120843,189.2754078008063
2021-03-12,231.2433319091797,231.6266632080078,222.04666137695312,223.3333282470703,100751400,258.7583999633789,162.35866970062256,47.37789755776024,-11.361416371638,-12.078507258863732,278.96138093930244,189.96128599184988
2021-03-15,235.97999572753903,237.72666931152344,228.01333618164065,231.3633270263672,88006800,258.8461331176758,163.26996633529663,49.29254285201861,-9.720358118685766,-11.60687743082814,273.7105055173839,191.60616013203014
2021-03-16,225.6266632080078,235.97332763671875,223.6666717529297,234.4499969482422,96587100,258.6541998291016,164.11976631164552,45.403837997543306,-9.149762273985658,-11.115454399459644,268.94274914652806,192.39591509907737
2021-03-17,233.9366607666016,234.57666015625,217.0033264160156,218.9566650390625,121117500,258.46779968261717,164.99008295059204,48.8891546451605,-7.935537664216156,-10.479471052410947,263.7957650617391,194.3315664812297
2021-03-18,217.72000122070312,229.7433319091797,217.3333282470703,228.0966644287109,99674400,257.9214663696289,165.78482961654663,43.10602075676269,-8.187425268038623,-10.021061895536482,258.2746373406094,195.37869517892187
2021-03-19,218.2899932861328,219.07666015625,208.2066650390625,215.5333404541016,128682000,257.24739959716794,166.58195959091188,43.35963221906271,-8.245999661619777,-9.666049448753142,252.28592556619654,197.15307437276832
2021-03-22,223.3333282470703,233.2066650390625,222.9166717529297,228.19667053222656,118536600,256.27379943847654,167.4104995727539,45.66742363677454,-7.7956024555858505,-9.291960050119684,250.84652364427816,197.10914194410074
2021-03-23,220.72000122070312,225.93333435058597,219.1699981689453,225.2566680908203,91475700,254.82139953613282,168.2188795852661,44.65217197788773,-7.5623589093083865,-8.946039821957424,249.94593342362555,196.78706523360103
2021-03-24,210.08999633789065,222.67333984375,210.0366668701172,222.6366729736328,101385600,253.61526611328125,168.9526895713806,40.68961795413044,-8.141415108326072,-8.785114879231154,246.2607779230279,196.74722073419866
2021-03-25,213.4633331298828,215.1666717529297,203.1666717529297,204.3333282470703,117674700,252.22159942626953,169.70644956588745,42.43543510737194,-8.23321386650494,-8.674734676685912,245.64462867095673,195.96903710052763
2021-03-26,206.23666381835935,214.60667419433597,199.9633331298828,213.9566650390625,101558400,250.65026580810547,170.39594953536988,39.73691682676289,-8.78779661224803,-8.697347063798336,245.39440724814384,194.3262577298835
2021-03-29,203.76333618164065,205.4933319091797,198.67333984375,205.2133331298828,85911000,249.09219940185548,171.09048620224,38.8268833116323,-9.31945542267104,-8.821768735572878,242.85564797870316,193.29368368633592
2021-03-30,211.8733367919922,212.55332946777344,197.0033264160156,200.5833282470703,118297200,247.82193298339843,171.83809288024904,43.403813699801724,-8.982840989867043,-8.85398318643171,241.6378052920647,192.81752612883375
2021-03-31,222.6433258056641,224.0,213.70333862304688,215.5399932861328,100011900,246.6444662475586,172.62100952148438,48.87436928187748,-7.757598752364515,-8.634706299618273,241.99720575637932,192.94912450485114
2021-04-01,220.5833282470703,230.80667114257807,219.80667114257807,229.4566650390625,105895200,245.38646606445312,173.39654949188233,47.920256895860845,-6.873575736176463,-8.282480186929911,242.23297114856848,194.05702518932213
2021-04-05,230.3500061035156,236.05332946777344,228.23333740234372,235.90333557128903,125528400,244.36019958496092,174.2177028656006,52.64075649726255,-5.323525558464468,-7.690689261236823,242.70733625342157,196.68599412987922
2021-04-06,230.5399932861328,232.18333435058597,227.1233367919922,230.1000061035156,84815400,243.3267330932617,175.03574951171876,52.7305122205298,-4.033276150436166,-6.959206639076692,239.9908470355322,203.68981550108887
2021-04-07,223.6566619873047,230.4600067138672,222.6133270263672,229.0,78928200,241.9278662109375,175.82039947509764,49.09976618246866,-3.525531377096172,-6.272471586680589,239.925542209405,203.66811928961843
2021-04-08,227.93333435058597,229.8500061035156,223.88333129882807,225.7933349609375,71772900,240.5992660522461,176.6286261367798,51.34150269445436,-2.7463895983248108,-5.567255189009433,240.3825887581433,203.7357400992786
2021-04-09,225.67333984375,226.9900054931641,223.1433258056641,225.92333984375,64311300,239.35166595458983,177.42306617736816,50.0861422013974,-2.2849374576865387,-4.910791642744854,239.37379526756567,203.991867879407
2021-04-12,233.9933319091797,234.93333435058597,227.3633270263672,228.5666656494141,87407100,238.46199951171874,178.27274951934814,54.49715802309651,-1.2336586362098956,-4.175365041437862,239.8459694760543,203.79469367091835
2021-04-13,254.10667419433597,254.3333282470703,236.8866729736328,237.5666656494141,133958400,238.25393280029297,179.21462287902833,63.00798055196335,1.2085347952296672,-3.0985850741043564,244.86306590988283,200.5902650837695
2021-04-14,244.07666015625,260.2633361816406,242.6766662597656,256.8999938964844,147052200,237.53673248291017,180.11509284973144,57.256739080546765,2.3080466510660074,-2.0172587290702837,247.65122059831575,199.6471100901608
2021-04-15,246.2833404541016,247.89666748046875,240.4366607666016,247.6999969482422,83546700,236.64379943847655,181.0100595474243,58.16156296076631,3.319216514571906,-0.9499636803418458,249.8764371574034,198.6565614998232
2021-04-16,246.5933380126953,249.80332946777344,241.5333404541016,242.88333129882807,83938500,235.8777328491211,181.8830895614624,58.29512614169575,4.098346936356677,0.05969844299785876,252.88843758949878,198.53189474692698
2021-04-19,238.2100067138672,241.8000030517578,230.6000061035156,239.86666870117188,119058600,234.97533325195312,182.70092960357667,53.33631730616446,3.9933161724769093,0.8464219888936689,254.18211591716272,199.2302177620365
2021-04-20,239.663330078125,245.75,236.89666748046875,239.13999938964844,106827000,234.08706665039062,183.49635959625243,54.065794367404344,3.9814538631959238,1.47342836375412,255.51487113015259,199.5304627321521
2021-04-21,248.0399932861328,248.27999877929688,232.6666717529297,234.92333984375,93646500,233.2917330932617,184.2793662261963,58.12874964488985,4.59501118319352,2.097744927642,258.0611974539671,199.71613561488056
2021-04-22,239.89666748046875,251.2566680908203,239.3466644287109,247.1666717529297,106770900,232.4266000366211,185.0155628967285,53.20211694876966,4.373743649597998,2.5529446720332,258.58732156837425,202.1706786147312
2021-04-23,243.13333129882807,245.7866668701172,238.48666381835935,239.93333435058597,85110000,231.92379974365235,185.77593620300294,54.8404029748537,4.408738067196026,2.9241033510657655,259.47070435637943,204.25429564362057
2021-04-26,246.0666656494141,249.76666259765625,244.20333862304688,247.0,93115500,231.4340661621094,186.54150951385498,56.33241177238227,4.619911498498283,3.263264980552269,259.4540709055668,208.25392927753867
2021-04-27,234.913330078125,241.3333282470703,234.4499969482422,239.32000732421875,88311000,230.69153259277343,187.201192817688,49.61962723456812,3.8429874290339967,3.379209470248615,256.970609916001,213.8523896567529
2021-04-28,231.46665954589844,236.1666717529297,231.1999969482422,232.1366729736328,66813000,230.01273223876953,187.859506111145,47.7269031719063,2.9155434298284035,3.286476262164573,255.1863668032969,217.59596504484762
2021-04-29,225.6666717529297,234.0833282470703,222.8333282470703,233.1699981689453,86536200,229.20506591796874,188.48223945617676,44.641017162270714,1.6930108608711976,2.967783181905898,254.9371831350486,218.14748330782248
2021-04-30,236.47999572753903,238.4900054931641,222.04666137695312,222.52999877929688,122276100,228.68546600341796,189.14930278778075,51.0018388932727,1.5784939702226097,2.6899253395692404,254.21633340584305,220.45799978507495
2021-05-03,228.3000030517578,235.3333282470703,226.8333282470703,234.6000061035156,81129300,228.0427996826172,189.79058948516845,46.63639438630068,0.8182491960598384,2.3155901108673604,254.3061113062309,220.1632215795113
2021-05-04,224.5333404541016,227.8166656494141,219.23333740234372,226.31333923339844,89217900,227.77013305664062,190.41297618865966,44.73749150305512,-0.087183460388502,1.8350353966161879,254.66494116762266,219.2037264349164
2021-05-05,223.64666748046875,228.43333435058597,222.44667053222656,227.0200042724609,65705700,227.58413299560547,190.98354286193847,44.28042332433572,-0.8663062237602048,1.2947670725409095,254.66593880355643,219.20172934829904
2021-05-06,221.17999267578125,227.0066680908203,216.6666717529297,226.9199981689453,83353800,227.0609329223633,191.56665615081786,42.96531811102115,-1.663629384909541,0.7030877810508196,255.23500726042425,217.95732672395076
2021-05-07,224.1233367919922,230.0,220.0733337402344,221.93333435058597,70407600,226.99526641845702,192.15649616241456,45.06201330890202,-2.034557352210186,0.1555587543986185,255.35042218815622,217.686911491043
